"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NPCT7xx TPM2.0 rev 1.59 (configuration version 1.4.0.0)","Nuvoton Technology","FR","EAL4+,ALC_DVS.2,ALC_FLR.1,AVA_VAN.4","","10/22/2021","10/22/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_52fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_52en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller M5073 G11 with specific IC dedicated Firmware, including the Flash Loader enhanced by the Mutual Authentication Extension (MAE)","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","10/21/2021","10/21/2026","http://commoncriteriaportal.org:443/files/epfiles/0951V5a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/0951V5b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme Java Card MultiApp V5.0 version 5.0","THALES DIS FRANCE SA","FR","EAL6+,ALC_FLR.1","JAVA_OC","10/14/2021","10/14/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_42.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_42en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDentity Applet v3.4-p1/BAC on NXP JCOP 4 P71","ID&amp;Trust Ltd.","IT","EAL4+,ALC_DVS.2","MRTD_ICAO_BA_V1.10","10/11/2021","10/11/2026","http://commoncriteriaportal.org:443/files/epfiles/cr_idapplet34p1_bac_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_idapplet34p1_bac_v1.04.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDentity Applet v3.4-p1/PACE-EAC1 on NXP JCOP 4 P71","ID&amp;Trust Ltd.","IT","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","10/11/2021","10/11/2026","http://commoncriteriaportal.org:443/files/epfiles/cr_idapplet34p1_pace_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_idapplet34p1_pace_v1.04.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDentity Applet v3.4-p1/QSCD on NXP JCOP 4 P71","ID&amp;Trust Ltd.","IT","EAL4+,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03","10/11/2021","10/11/2026","http://commoncriteriaportal.org:443/files/epfiles/cr_idapplet34p1_qscd_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_idapplet34p1_qscd_v1.05.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller M7892 Design Steps D11 and G12, with specific IC dedicated firmware, including the Flash Loader enhanced by the Mutual Authentication Extension (MAE)","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","10/11/2021","10/11/2026","http://commoncriteriaportal.org:443/files/epfiles/0891V5a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/0891V5b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme ouverte Java Card MultiApp V4.1 en configuration ouverte masquée sur le composant S3FT9MH (Release Date 28/09/2018)","THALES DIS FRANCE SA","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","JAVA_OC","10/08/2021","08/03/2023","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2018_32v2.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2018_32v2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3NSN6V Référence : S3NSN6V_20210720","SAMSUNG ELECTRONICS INC.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","10/08/2021","10/08/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021-47fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021_47en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Thales CSP CSP v1.0 on Upteq NFC422 v1.0 JCS","Thales","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","BSI-PP-0104","10/08/2021","10/08/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0089911_2-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0089911_2-STLite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Thales NFC422 v1.0 JCS","Thales","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","JAVA_OC","10/08/2021","10/08/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0089864_2-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0089864_2-STLite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SN200 Series - Secure Element with Crypto Library SN200_SE B1.1 C04","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","10/05/2021","10/05/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-217812-CR3.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-217812_3_STLite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies AG OPTIGA™ Trusted Platform Module SLB9672_2.0 v16.10.16488.00","Infineon Technologies AG","DE","EAL4+,AVA_VAN.4,ALC_FLR.1","TPM1.2","10/01/2021","10/01/2026","http://commoncriteriaportal.org:443/files/epfiles/1178a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1178b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies AG OPTIGA™ Trusted Platform Module SLB9672_2.0 v17.10.16488.00","Infineon Technologies AG","DE","EAL4+,AVA_VAN.4,ALC_FLR.1","TPM1.2","10/01/2021","10/01/2026","http://commoncriteriaportal.org:443/files/epfiles/1179a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1179b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme Java Card MultiApp V4.2 en configuration ouverte sur le composant IFX_CCI_000010h (Version 4.2.0, Java Card version 3.0.5, GP version 2.3)","THALES DIS FRANCE SA","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","JAVA_OC","09/28/2021","06/26/2025","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_65v2.pdf","http://commoncriteriaportal.org:443/files/epfiles/cible-anssi-cc-2020-65v2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","eTravel 3.0 BAC on MultiApp v4.2 (version 3.0.0)","THALES DIS FRANCE SA","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","09/23/2021","09/23/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_38.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_38en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","eTravel 3.0 EAC on SAC on MultiApp v4.2 (version 3.0.0)","THALES DIS FRANCE SA","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","09/23/2021","09/23/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_39.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_39en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MultiApp V4.2 ID version 4.2.1","THALES DIS FRANCE SA","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","JAVA_OC","09/23/2021","09/23/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_41.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_41en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Winbond W77Q16/32 version C","Winbond Electonics Corporation","NL","EAL2+,ALC_FLR.2","","09/08/2021","09/08/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0308282-CR-noWatermark.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0308282-STLite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IFX_CCI_00003Bh, IFX_CCI_000043h, IFX_CCI_00005Dh, IFX_CCI_00005Eh, IFX_CCI_00005Fh, IFX_CCI_000060h, IFX_CCI_000061h, IFX_CCI_000062h, IFX_CCI_000063h, IFX_CCI_000064h design step S11 with firmware 80.309.05.0, optional NRG™ SW 05.03.4097, optional HSL v3.52.9708, UMSLC lib v01.30.0564, optional SCL v2.15.000, optional ACL v3.33.003, optional RCL v1.10.007, optional HCL v1.13.002 and user guidance","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/30/2021","08/30/2026","http://commoncriteriaportal.org:443/files/epfiles/1169a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1169b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","RISE Konnektor V4.0","Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","BSI-CC-PP-0097-V2-2020","08/27/2021","08/26/2026","http://commoncriteriaportal.org:443/files/epfiles/1052V4a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1052V4b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","RISE Konnektor V4.0","Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VAN.3","","08/27/2021","08/26/2026","http://commoncriteriaportal.org:443/files/epfiles/1164a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1164b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on ID-One Cosmo X (BAC Configuration)","Idemia","NL","EAL4+,ADV_FSP.5,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","08/26/2021","08/26/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0362718-cr.pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0362718-stlite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on ID-One Cosmo X (EAC Configuration)","Idemia","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD-PP_V1.10","08/26/2021","08/26/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0362720-cr.pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0362720-stlite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IFX_CCI_00004Fh, IFX_CCI_000050h, IFX_CCI_000051h, IFX_CCI_000052h, IFX_CCI_000053h, IFX_CCI_000054h, IFX_CCI_000055h, IFX_CCI_000056h, IFX_CCI_000057h, IFX_CCI_000058h, IFX_CCI_00005Ch design step S11 with firmware 80.310.03.0 & 80.310.03.1, optional NRG™ SW 05.03.4097, optional HSL v3.52.9708, UMSLC lib v01.30.0564, optional SCL v2.15.000 and v2.11.003, optional ACL v3.33.003 and v3.02.000, optional RCL v1.10.007, optional HCL v1.13.002 and user guidance","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/16/2021","08/16/2026","http://commoncriteriaportal.org:443/files/epfiles/1156V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1156V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies AG OPTIGA™ Trusted Platform Module SLB9672_2.0, v15.20.15686.00 and v15.21.16430.00","Infineon Technologies AG","DE","EAL4+,ALC_FLR.1,AVA_VAN.5","TPM1.2","08/13/2021","08/13/2026","http://commoncriteriaportal.org:443/files/epfiles/1113V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1113V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IFX_CCI_000Dh, IFX_CCI_0020h, IFX_CCI_0031h, IFX_CCI_0032h, IFX_CCI_0034h, IFX_CCI_0037h design step T31 and M31 with optional HSL v2.62.7626, optional SCL version v2.04.003, UMSLC lib v01.00.0234 with specific IC-dedicated firmware identifier 80.301.05.1 and user guidance","Infineon Technologies AG","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","08/12/2021","08/12/2026","http://commoncriteriaportal.org:443/files/epfiles/1126V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1126V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MTCOS Pro 2.5 V2 EAC with PACE / SLE78CLFX400VPHM/BPHM/7PHM (M7892)","MaskTech International GmbH","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_ICAO_EAC_V1.3","08/05/2021","08/05/2026","http://commoncriteriaportal.org:443/files/epfiles/1033V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1033V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MTCOS Pro 2.5 V2 EAC with PACE / SLE78CLFX400VPHM/BPHM/7PHM (M7892) (BAC)","MaskTech International GmbH","DE","EAL4+,ALC_DVS.2","MRTD_ICAO_BA_V1.10","08/05/2021","08/05/2026","http://commoncriteriaportal.org:443/files/epfiles/1034V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1034V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller IFX_CCI_000003h, 000005h, 000008h, 00000Ch, 000013h, 000014h, 000015h, 00001Ch, 00001Dh, 000021h, 000022h in the design step H13 and including optional software libraries and dedicated firmware in several versions","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/04/2021","08/04/2026","http://commoncriteriaportal.org:443/files/epfiles/1110V4a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1110V4b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon SLS37CSAEU 01.03.4091","Infineon Technologies AG","NL","EAL4+,ALC_FLR.1,AVA_VAN.4","","08/04/2021","08/04/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0238862-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0238862-ST.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","KOMSCO JK31 V1.1 on M7892","KOMSCO","KR","EAL5+,ALC_DVS.2,AVA_VAN.5","SCOP_V2.2","07/29/2021","07/29/2026","http://commoncriteriaportal.org:443/files/epfiles/KECS-ISIS-1113-2021 CR(KOMSCO JK31 V1.1 on M7892)(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/[JK31-R2-TR-0001] Security Target-Lite-e-v1.0.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STMicroelectronics J-Tacho v.1.3.1","STMicroelectronics","NL","EAL4+,ATE_DPT.2,AVA_VAN.5","TC_PP","07/28/2021","07/28/2026","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-222356-CR2.pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-222356_2-ST.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ID-A v1.0 on ID-ONE COSMO X Code SAAAR de l’applet : 417692 Code SAAAR du Common package : 417641","Idemia","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","07/27/2021","07/27/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_36fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_36n.pdf","07/12/2022","Maintenance report : ANSSI-CC-2021/36-M01","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_36-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_36-m01en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ID-A v1.0 on ID-ONE COSMO X Code SAAAR de l’applet : 417692 Code SAAAR du Common package : 417641","Idemia","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","07/27/2021","07/27/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_36fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_36n.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 3 P60","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","NL","EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","07/23/2021","07/23/2026","http://commoncriteriaportal.org:443/files/epfiles/Certification Report NSCIB-CC-98209-CR5 - version 3.0 (2022-10-14).pdf","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-98209_5-STLite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3D384C/ S3D352C/ S3D300C/ S3D264C/ S3D232C/ S3K384C 32-bit RISC Microcontroller for Smart Card with optional AT1 Secure Libraries including specific IC Dedicated software Version S3D384C_20210620","Samsung Electronics Co., Ltd.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/21/2021","07/21/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_37-kootenai5r3.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_37.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FV9RR/S3FV9RQ/S3FV9RP/S3FV9RK 32-bit RISC Microcontroller for Smart Card with optional AE1 Secure Libraries including specific IC Dedicated software Référence : S3FV9RR_20210407","Samsung Electronics Co., Ltd.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021-34fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021_34en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3NSN4V 32-bit RISC Microcontroller for Smart Card including specific IC Dedicated software Référence : S3NSN4V_20210407","Samsung Electronics Co., Ltd.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021-35fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021_35en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","SECORA™ ID X Applet Collection with ePasslet Suite v3.5 by cryptovision GmbH, version 1.0 – Java Card applet configuration providing Machine Readable Travel Document with „ICAO Application”, Extended Access Control with PACE","Infineon Technologies AG","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189587-creac.pdf","http://commoncriteriaportal.org:443/files/epfiles/st-lite-eacv1.4st_lite_eps3_pp0056v2_v14_infineon.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","SECORA™ ID X Applet Collection with ePasslet Suite v3.5 by cryptovision GmbH, version 1.0 – Java Card applet configuration providing Secure Signature Creation Device with key import (SSCD)","Infineon Technologies AG","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART3_V1.0.2","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189594-crsscd-imp.pdf","http://commoncriteriaportal.org:443/files/epfiles/st-lite-sscd_impv1.6st_lite_eps3_pp0075_v16_infineon.pdf","04/07/2022","nscib-cc-0189594-ma-1.0","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189594-ma-1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189594_1m1-stlv1.8.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","SECORA™ ID X Applet Collection with ePasslet Suite v3.5 by cryptovision GmbH, version 1.0 – Java Card applet configuration providing Secure Signature Creation Device with key import (SSCD)","Infineon Technologies AG","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART3_V1.0.2","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189594-crsscd-imp.pdf","http://commoncriteriaportal.org:443/files/epfiles/st-lite-sscd_impv1.6st_lite_eps3_pp0075_v16_infineon.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","SECORA™ ID X Applet Collection with ePasslet Suite v3.5 by cryptovision GmbH, version 1.0– Java Card applet configuration providing Machine-Readable Electronic Documents based on BSI TR-03110 for Official Use with BAC option","Infineon Technologies AG","NL","EAL4+,ALC_DVS.2","MRTD_ICAO_BA_V1.10","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189569-crbac.pdf","http://commoncriteriaportal.org:443/files/epfiles/st-lite-bacv1.5st_lite_eps3_pp0055_v15_infineon.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","SECORA™ ID X Applet Collection with ePasslet Suite v3.5 by cryptovision GmbH, version 1.0– Java Card applet configuration providing Secure Signature Creation Device with Key generation (SSCD)","Infineon Technologies AG","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART2_V1.03","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189590-crsscd.pdf","http://commoncriteriaportal.org:443/files/epfiles/st-lite-sscdv1.6st_lite_eps3_pp0059_v16_infineon.pdf","04/05/2022","Assurance Continuity Maintenance Report","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189590-ma-1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0189590_1m1-stlv1.8.pdf"
