id,category,name,manufacturer,scheme,assurance_level,protection_profile,certification_id,certification_date,archived_date,certification_report_url,security_target_url,maintenance_date,maintenance_title,maintenance_report,maintenance_st,conformance_claim,cctl,remark
418,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 5.2 on SN100.C58 Secure Element","NXP Semiconductors",NL,"EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","BSI-PP-0104,JAVA_OC,UICC_CD",NULL,06/14/2021,06/14/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-CR3.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-ST-Lite.pdf,08/20/2021,"The changes to the certified product are related to a minor change in the software not impacting the 
security functionality of the certified product. The identification of the maintained TOE remains as NXP 
JCOP 5.2 on SN100.C58 Secure Element, and the configuration JCOP 5.2 R3.01.1-1 has been 
added",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-3MA2.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577_3m2-STLite.pdf,NULL,NULL,NULL
419,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 5.2 on SN100.C58 Secure Element","NXP Semiconductors",NL,"EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","BSI-PP-0104,JAVA_OC,UICC_CD",NULL,06/14/2021,06/14/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-CR3.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-ST-Lite.pdf,11/30/2021,"The changes to the certified product are related to a minor change in the software not impacting the 
security functionality of the certified product. The identification of the maintained product is modified to 
NXP JCOP 5.2 on SN100.C58 Secure Element, and the configuration JCOP 5.2 R3.01.1-2 has been 
added.",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-3M3-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577_3M3-STLite.pdf,NULL,NULL,NULL
420,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 5.2 on SN100.C58 Secure Element","NXP Semiconductors",NL,"EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","BSI-PP-0104,JAVA_OC,UICC_CD",NULL,06/14/2021,06/14/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-CR3.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0023577-ST-Lite.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Aselsan STC-8255 v1.0 Digital Tachograph Vehicle Unit","Aselsan A.S.",TR,"EAL4+,ALC_DVS.2,AVA_VAN.5",VU_PP_V1.0,NULL,05/24/2021,05/24/2024,http://commoncriteriaportal.org:443/files/epfiles/132-CR.pdf,http://commoncriteriaportal.org:443/files/epfiles/132-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies AG OPTIGA Trusted Platform Module SLB9672_2.0 v15.20.15686.00","Infineon Technologies AG",DE,"EAL4+,ALC_FLR.1,AVA_VAN.4",TPM1.2,NULL,05/21/2021,05/21/2026,http://commoncriteriaportal.org:443/files/epfiles/1113a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1113b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3NSEN4/S3NSEN3 with Bootloader & system API v1.1, DTRNG FRO M libraries v2.2, v3.3 & PTG.1 DTRNG FRO M library v1.4 (Revision 1)","Samsung Electronics Co., Ltd.",FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,NULL,05/21/2021,05/21/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021-30fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/cible_anssi-cc-2021_30.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Megahunt Security Chip MH1701 with IC Dedicated Software, V03_01","Megahunt Technologies inc",NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,05/20/2021,05/20/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0176200-CR.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0176200-STLite.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SmartePP Classic on P71 version 03 00 00 10","NXP Semiconductors Germany GmbH",NL,"EAL4+,ALC_DVS.2,ALC_FLR.1",MRTD_ICAO_BA_V1.10,NULL,05/12/2021,05/12/2026,"http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108259-Certification Report(BAC).pdf",http://commoncriteriaportal.org:443/files/epfiles/smart_ePP_BAC_Lite_v1.3_20210302.pdf,10/12/2022,"Assurance Continuity Maintenance Report",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108259-MA-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108259-STLite-v1.8.pdf,NULL,NULL,NULL
426,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SmartePP Classic on P71 version 03 00 00 10","NXP Semiconductors Germany GmbH",NL,"EAL4+,ALC_DVS.2,ALC_FLR.1",MRTD_ICAO_BA_V1.10,NULL,05/12/2021,05/12/2026,"http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108259-Certification Report(BAC).pdf",http://commoncriteriaportal.org:443/files/epfiles/smart_ePP_BAC_Lite_v1.3_20210302.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SmartePP Enhanced/Next-gen on P71 version 03 00 00 10","NXP Semiconductors Germany GmbH",NL,"EAL5+,ALC_DVS.2,ALC_FLR.1,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3",NULL,05/12/2021,05/12/2026,"http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108263-Certification Report(EAC).pdf",http://commoncriteriaportal.org:443/files/epfiles/smart_ePP_EAC_Lite_v1.4_20210302.pdf,10/12/2022,"Assurance Continuity Maintenance Report",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108263-MA-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108263-STLite_v1.11.pdf,NULL,NULL,NULL
428,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SmartePP Enhanced/Next-gen on P71 version 03 00 00 10","NXP Semiconductors Germany GmbH",NL,"EAL5+,ALC_DVS.2,ALC_FLR.1,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3",NULL,05/12/2021,05/12/2026,"http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0108263-Certification Report(EAC).pdf",http://commoncriteriaportal.org:443/files/epfiles/smart_ePP_EAC_Lite_v1.4_20210302.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon ePassport configuration of SECORA ID S Infineon Applet Collection - eMRTD V1.1","Infineon Technologies AG",NL,"EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_BA_V1.10,MRTD_ICAO_EAC_V1.3",NULL,04/27/2021,04/27/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0075541-cr2.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0075541-2-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FT9FA (S3FT9FA_20210430)","Samsung Electronics Co., Ltd.",FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,04/26/2021,04/26/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_16fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_16en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FT9PF/S3FT9PT/S3FT9PS (S3FT9PF_20210329)","Samsung Electronics Co., Ltd.",FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,04/26/2021,04/26/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_15fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2021_15en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in BAC Configuration",Idemia,NL,"EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3",MRTD_ICAO_BA_V1.10,NULL,04/22/2021,04/22/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237686-cr.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237686-stlite.pdf,09/01/2021,"Assurance Continuity Maintenance Report TnD v5.1 on ID-One Cosmo J (BAC Configuration)",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0237686-MA.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0237686_1m1-STLite.pdf,NULL,NULL,NULL
433,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in BAC Configuration",Idemia,NL,"EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3",MRTD_ICAO_BA_V1.10,NULL,04/22/2021,04/22/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237686-cr.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237686-stlite.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in EAC Configuration",Idemia,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD-PP_V1.10,NULL,04/22/2021,04/22/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237694-cr.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237694-stlite.pdf,09/01/2021,"Assurance Continuity Maintenance Report TnD v5.1 on ID-One Cosmo J (EAC Configuration)",http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0237694-MA.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0237694_1m1-STLite.pdf,NULL,NULL,NULL
435,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in EAC Configuration",Idemia,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD-PP_V1.10,NULL,04/22/2021,04/22/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237694-cr.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237694-stlite.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in EAC with PACE Configuration",Idemia,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3",NULL,04/22/2021,04/22/2026,"http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695-cr (1).pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695-stlite (1).pdf",09/01/2021,"Assurance Continuity Maintenance Report TnD v5.1 on ID-One Cosmo J (PACE/EAC1/Polymorphic eMRTD/LDS2 configuration)",http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695-ma.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695_1m1-stlite.pdf,NULL,NULL,NULL
437,"ICs, Smart Cards and Smart Card-Related Devices and Systems","TnD v5.1 on Cosmo J in EAC with PACE Configuration",Idemia,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3",NULL,04/22/2021,04/22/2026,"http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695-cr (1).pdf","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0237695-stlite (1).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Akis Gezgin_N BAC Configuration with Active Authentication v1.0.1.0","T&Uuml;B&#x130;TAK B&#x130;LGEM UEKAE",TR,"EAL4+,ALC_DVS.2",MRTD_ICAO_BA_V1.10,NULL,03/22/2021,03/22/2024,http://commoncriteriaportal.org:443/files/epfiles/AKiS_GEZGiN_N_BAC&AA_CR.pdf,"http://commoncriteriaportal.org:443/files/epfiles/AKiS GEZGiN_N BAC & AA Security Target Lite.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Akis Gezgin_N SAC&EAC Configuration v1.0.1.0","T&Uuml;B&#x130;TAK B&#x130;LGEM UEKAE",TR,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD_ICAO_EAC_V1.3,NULL,03/22/2021,03/22/2024,http://commoncriteriaportal.org:443/files/epfiles/AKiS_GEZGiN_N_SAC&EAC_CR.pdf,"http://commoncriteriaportal.org:443/files/epfiles/AKiS GEZGiN_N SAC & EAC Security Target Lite.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ORGA 6141 online Version 3.7.2:1.2.0","Ingenico Healthcare GmbH",DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VAN.4",CC_PP_EHCT_V1.73,NULL,03/22/2021,03/22/2026,http://commoncriteriaportal.org:443/files/epfiles/0519V3a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0519V3b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FV9RR/S3FV9RQ/S3FV9RP/S3FV9RK 32-bit RISC Microcontroller for Smart Card with optional AE1 Secure Libraries including specific IC Dedicated software (Référence : S3FV9RR_20200925)","Samsung Electronics Co., Ltd.",FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,NULL,03/22/2021,03/22/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021-09fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021_09en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Samsung SSP01 of S5E9830 with Specific IC Dedicated Software Revision 1.1","Samsung Electronics Co., Ltd.",ES,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,03/18/2021,03/18/2026,"http://commoncriteriaportal.org:443/files/epfiles/2018-59 INF-3424.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-59 ST_lite.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7021 VA including IC Dedicated Software","NXP Semiconductors Germany GmbH",DE,"EAL6+,ASE_TSS.2,ALC_FLR.1",SECURITY_IC_AUGP_V1.0,NULL,02/24/2021,02/24/2026,http://commoncriteriaportal.org:443/files/epfiles/0977V3a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0977V3b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,"ICs, Smart Cards and Smart Card-Related Devices and Systems","RISE Konnektor V3.0","Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH",DE,"EAL3+,ADV_FSP.4,ADV_INT.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",BSI-PP-0097,NULL,02/22/2021,03/21/2026,http://commoncriteriaportal.org:443/files/epfiles/1052V3a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1052V3b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,"ICs, Smart Cards and Smart Card-Related Devices and Systems","RISE Konnektor V3.0","Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH",DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",BSI-PP-0097,NULL,02/22/2021,02/21/2026,http://commoncriteriaportal.org:443/files/epfiles/1132a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1132b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3D384C/ S3D352C/ S3D300C/ S3D264C/ S3D232C/ S3K384C 32-bit RISC Microcontroller for Smart Card with optional AT1 Secure Libraries including specific IC Dedicated software(Version S3D384C_20201120)","Samsung Electronics Co., Ltd.",FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,02/18/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_08-kootenai5r2.pdf,http://commoncriteriaportal.org:443/files/epfiles/cible_anssi-cc-2021_08en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A and ST33G1M2M D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_79fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-79en.pdf,07/07/2021,"Reassessment report: ANSSI-CC-2020/79-S01",http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_79-S01fr.pdf,NULL,NULL,NULL,NULL
448,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A and ST33G1M2M D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_79fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-79en.pdf,09/06/2022,"Maintenance report : ANSSI-CC-2020/79-M01",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_79-m01.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_79-m01en.pdf,NULL,NULL,NULL
449,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A and ST33G1M2M D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_79fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-79en.pdf,09/06/2022,"Reassessment report : ANSSI-CC-2020/79-S02",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_79-s02.pdf,http://commoncriteriaportal.org:443/files/epfiles/certificat-cc-2020_79-s02.pdf,NULL,NULL,NULL
450,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A and ST33G1M2M D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_79fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-79en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A1 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-80en.pdf,07/07/2021,"Reassessment report: ANSSI-CC-2020/80-S01",http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80-S01fr.pdf,NULL,NULL,NULL,NULL
452,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A1 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-80en.pdf,09/06/2022,"Maintenance report : ANSSI-CC-2020/80-M01",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_80-m01.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_80-m01en.pdf,NULL,NULL,NULL
453,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A1 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-80en.pdf,09/06/2022,"Reassessment report : ANSSI-CC-2020/80-S02",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_80-s02.pdf,http://commoncriteriaportal.org:443/files/epfiles/certificat-cc-2020_80-s02.pdf,NULL,NULL,NULL
454,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A1 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-80en.pdf,11/14/2022,"Reassessment report : ANSSI-CC-2020/80-S02","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_80-s02 (1).pdf","http://commoncriteriaportal.org:443/files/epfiles/certificat-cc-2020_80-s02 (1).pdf",NULL,NULL,NULL
455,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33G1M2A1 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_80fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-80en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33H768 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_81fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-81en.pdf,07/07/2021,"Reassessment report: ANSSI-CC-2020/81-S01",http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_81-S01fr.pdf,NULL,NULL,NULL,NULL
457,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33H768 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_81fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-81en.pdf,09/06/2022,"Maintenance report : ANSSI-CC-2020/81-M01",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_81-m01.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_81-m01en.pdf,NULL,NULL,NULL
458,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33H768 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_81fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-81en.pdf,09/06/2022,"Reassessment report : ANSSI-CC-2020/81-S02",http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_81-s02.pdf,http://commoncriteriaportal.org:443/files/epfiles/certificat-cc-2020_81-s02.pdf,NULL,NULL,NULL
459,"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST33H768 D01",STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,NULL,02/18/2021,07/07/2026,http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_81fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020-81en.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,"ICs, Smart Cards and Smart Card-Related Devices and Systems","Idemia ID-One CNS V2 on Cosmo V9.1",Idemia,NL,"EAL4+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4",NULL,02/16/2021,02/16/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0286907-CR-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0286907-ST_Ed1.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
